score_key,direction,threshold,f1,precision,recall,specificity,accuracy,balanced_accuracy,tp,fp,tn,fn,n
alignment_score_high_rate_0_1,high_is_2.6,0.9183115559262349,0.163265306122449,0.3333333333333333,0.10810810810810811,0.7837837837837838,0.44594594594594594,0.44594594594594594,4,8,29,33,74
alignment_score_high_rate_0_1,high_is_2.6,0.9197408871321915,0.125,0.2727272727272727,0.08108108108108109,0.7837837837837838,0.43243243243243246,0.43243243243243246,3,8,29,34,74
alignment_score_high_rate_0_1,high_is_2.6,0.9208592132505176,0.12765957446808512,0.3,0.08108108108108109,0.8108108108108109,0.44594594594594594,0.44594594594594594,3,7,30,34,74
alignment_score_high_rate_0_1,high_is_2.6,0.9222527472527473,0.13043478260869568,0.3333333333333333,0.08108108108108109,0.8378378378378378,0.4594594594594595,0.45945945945945943,3,6,31,34,74
alignment_score_high_rate_0_1,high_is_2.6,0.9249530956848031,0.13333333333333333,0.375,0.08108108108108109,0.8648648648648649,0.47297297297297297,0.472972972972973,3,5,32,34,74
alignment_score_high_rate_0_1,high_is_2.6,0.9288234391777881,0.09090909090909091,0.2857142857142857,0.05405405405405406,0.8648648648648649,0.4594594594594595,0.4594594594594595,2,5,32,35,74
alignment_score_high_rate_0_1,high_is_2.6,0.9315742185652811,0.09302325581395349,0.3333333333333333,0.05405405405405406,0.8918918918918919,0.47297297297297297,0.47297297297297297,2,4,33,35,74
alignment_score_high_rate_0_1,high_is_2.6,0.9328320802005012,0.09523809523809523,0.4,0.05405405405405406,0.918918918918919,0.4864864864864865,0.4864864864864865,2,3,34,35,74
alignment_score_high_rate_0_1,high_is_2.6,0.9340579710144927,0.04878048780487805,0.25,0.02702702702702703,0.918918918918919,0.47297297297297297,0.472972972972973,1,3,34,36,74
alignment_score_high_rate_0_1,high_is_2.6,0.9390407888839085,0.05,0.3333333333333333,0.02702702702702703,0.9459459459459459,0.4864864864864865,0.4864864864864865,1,2,35,36,74
alignment_score_high_rate_0_1,high_is_2.6,0.9503080211214483,0.05128205128205129,0.5,0.02702702702702703,0.972972972972973,0.5,0.5,1,1,36,36,74
alignment_score_high_rate_0_1,high_is_2.6,0.9665617623918175,0.052631578947368425,1.0,0.02702702702702703,1.0,0.5135135135135135,0.5135135135135135,1,0,37,36,74
alignment_score_high_rate_0_1,high_is_2.6,0.9758064516129032,0.052631578947368425,1.0,0.02702702702702703,1.0,0.5135135135135135,0.5135135135135135,1,0,37,36,74
alignment_score_high_rate_0_1,low_is_2.6,0.6396396396396397,0.052631578947368425,1.0,0.02702702702702703,1.0,0.5135135135135135,0.5135135135135135,1,0,37,36,74
alignment_score_high_rate_0_1,low_is_2.6,0.6602453517347134,0.052631578947368425,1.0,0.02702702702702703,1.0,0.5135135135135135,0.5135135135135135,1,0,37,36,74
alignment_score_high_rate_0_1,low_is_2.6,0.6891097424412094,0.05128205128205129,0.5,0.02702702702702703,0.972972972972973,0.5,0.5,1,1,36,36,74
alignment_score_high_rate_0_1,low_is_2.6,0.701858813700919,0.05,0.3333333333333333,0.02702702702702703,0.9459459459459459,0.4864864864864865,0.4864864864864865,1,2,35,36,74
alignment_score_high_rate_0_1,low_is_2.6,0.706833139759969,0.0975609756097561,0.5,0.05405405405405406,0.9459459459459459,0.5,0.5,2,2,35,35,74
alignment_score_high_rate_0_1,low_is_2.6,0.7118145649541602,0.09523809523809523,0.4,0.05405405405405406,0.918918918918919,0.4864864864864865,0.4864864864864865,2,3,34,35,74
alignment_score_high_rate_0_1,low_is_2.6,0.7213635755386056,0.13953488372093023,0.5,0.08108108108108109,0.918918918918919,0.5,0.5,3,3,34,34,74
alignment_score_high_rate_0_1,low_is_2.6,0.728948287910552,0.13636363636363638,0.42857142857142855,0.08108108108108109,0.8918918918918919,0.4864864864864865,0.4864864864864865,3,4,33,34,74
alignment_score_high_rate_0_1,low_is_2.6,0.7324074074074074,0.13333333333333333,0.375,0.08108108108108109,0.8648648648648649,0.47297297297297297,0.472972972972973,3,5,32,34,74
alignment_score_high_rate_0_1,low_is_2.6,0.7360360360360361,0.17391304347826086,0.4444444444444444,0.10810810810810811,0.8648648648648649,0.4864864864864865,0.4864864864864865,4,5,32,33,74
alignment_score_high_rate_0_1,low_is_2.6,0.7443693693693694,0.21276595744680854,0.5,0.13513513513513514,0.8648648648648649,0.5,0.5,5,5,32,32,74
alignment_score_high_rate_0_1,low_is_2.6,0.7526978417266187,0.2448979591836735,0.5,0.16216216216216217,0.8378378378378378,0.5,0.5,6,6,31,31,74
alignment_score_high_rate_0_1,low_is_2.6,0.7564857205144975,0.24,0.46153846153846156,0.16216216216216217,0.8108108108108109,0.4864864864864865,0.4864864864864865,6,7,30,31,74
alignment_score_high_rate_0_1,low_is_2.6,0.7593848937132519,0.2745098039215686,0.5,0.1891891891891892,0.8108108108108109,0.5,0.5,7,7,30,30,74
alignment_score_high_rate_0_1,low_is_2.6,0.7620784964068545,0.3076923076923077,0.5333333333333333,0.21621621621621623,0.8108108108108109,0.5135135135135135,0.5135135135135136,8,7,30,29,74
